id,textBook,grade,articleId,Page,sentenceId,sentence
1027,NH,2,29,P121,26,We use a lot of energy in our daily lives.  
1028,NH,2,29,P121,27,"We get most of this energy from gas and oil, but they are limited."
1029,NH,2,29,P121,28,A solar cooker uses solar power.  
1030,NH,2,29,P121,29,It is an example of renewable energy. 
1031,NH,2,29,P121,30,"There are other examples of this energy, such as water, wind, and natural heat in the ground."
1032,NH,2,29,P121,31,"Renewable energy facilities often cost a lot, but you may find a simple idea, like a solar cooker.  "
1033,NH,2,29,P121,32,Sometimes a simple idea has the power to change the world for the better.
1034,NH,3,1,P4,1,"Hello, everyone."
1035,NH,3,1,P4,2,I'm Ito Kota.
1036,NH,3,1,P4,3,I'm going to talk about Canada.
1037,NH,3,1,P4,4,Look at the map and the table.
1038,NH,3,1,P4,5,Canada is north of the United States.
1039,NH,3,1,P4,6,"It's the world's second largest country, but its population is only thirty-three million."
1040,NH,3,1,P4,7,"There are many places to see in Canada, like Niagara Falls and Canadian Rockies."
1041,NH,3,1,P4,8,A lot of people go to Canada to enjoy its beautiful nature.
1042,NH,3,1,P4,9,I want to go and see it myself.
1043,NH,3,1,P4,10,Thank you.
1044,NH,3,2,P6,1,This is a famous painting by Vincent van Gogh.
1045,NH,3,2,P6,2,It is loved by many people.
1046,NH,3,2,P6,3,Van Gogh was influenced by ukiyo-e.
1047,NH,3,2,P6,4,Some ukiyo-e prints are shown in this painting.
1048,NH,3,2,P6,5,They were brought from Japan to Europe.
1049,NH,3,2,P8,6,Was this picture also painted by the same person?
1050,NH,3,2,P8,7,"Yes, it was."
1051,NH,3,2,P8,8,When was it painted?
1052,NH,3,2,P8,9,Is the year written in the book?
1053,NH,3,2,P8,10,Yes.
1054,NH,3,2,P8,11,It was painted in 1887.
1055,NH,3,2,P8,12,I see.
1056,NH,3,2,P8,13,"At that time, Japanese culture was popular in Europe."
1057,NH,3,2,P8,14,Really?
1058,NH,3,2,P8,15,How about now?
1059,NH,3,2,P10,16,Japanese Pop Culture around the World
1060,NH,3,2,P10,17,Japanese manga and anime characters are loved in many countries.
1061,NH,3,2,P10,18,Doraemon is one good example.
1062,NH,3,2,P10,19,"In 2012, he was given special birthday parties in Hong Kong and Taiwan."
1063,NH,3,2,P10,20,"Many Doraemon fans celebrated his 100-year ""before'' birthday."
1064,NH,3,2,P10,21,"Another popular example of Japanese pop culture is the word ""kawaii.''"
1065,NH,3,2,P10,22,"""Kawaii '' is also used outside Japan now."
1066,NH,3,2,P10,23,A lot of people are attracted by kawaii culture such as Hello Kitty goods and other unique designs.
1067,NH,3,2,P12,24,"Friday, April 22"
1068,NH,3,2,P12,25,I read about ukiyo-e and Japanese pop culture today.
1069,NH,3,2,P12,26,"I knew little about them before, but I learned that both are much loved in foreign countries."
1070,NH,3,2,P12,27,It makes me proud of Japan.
1071,NH,3,2,P12,28,I also learned that ukiyo-e was pop culture in Japan during the Edo period.
1072,NH,3,2,P12,29,"In fact, ukiyo-e prints were sold like posters."
1073,NH,3,2,P12,30,I think manga and anime will be traditional Japanese arts like ukiyo-e someday.
1074,NH,3,2,P12,31,Maybe even kawaii culture can become a part of Japanese tradition.
1075,NH,3,2,P12,32,This idea makes me happy.
1076,NH,3,3,P16,1,"Help yourself, Erika."
1077,NH,3,3,P16,2,Thank you.
1078,NH,3,3,P16,3,Would you like some more?
1079,NH,3,3,P16,4,"Yes, please. "
1080,NH,3,3,P16,5,It's very good.
1081,NH,3,3,P16,6,I'm glad you like it.
1082,NH,3,3,P16,7,May I have some water?
1083,NH,3,3,P16,8,Of course. 
1084,NH,3,3,P16,9,Here you are.
1085,NH,3,3,P16,10,This dish is delicious. 
1086,NH,3,3,P16,11,What is it called?
1087,NH,3,3,P16,12,It's called meat loaf.
1088,NH,3,3,P16,13,It's made from beef.
1089,NH,3,3,P16,14,Would you like another piece of meat loaf?
1090,NH,3,3,P16,15,"No, thank you."
1091,NH,3,3,P16,16,I'm full.
1092,NH,3,4,P18,1,This is called a yunomi.
1093,NH,3,4,P18,2,It's used when you drink tea.
1094,NH,3,4,P18,3,A yunomi usually doesn't have a handle.
1095,NH,3,4,P18,4,This yunomi is Arita ware from Saga Prefecture.
1096,NH,3,4,P18,5,There are many kinds of yunomi in Japan.
1097,NH,3,4,P18,6,Some of them are really beautiful.
1098,NH,3,5,P20,1,"Hi, everyone."
1099,NH,3,5,P20,2,My name is Maile Johnson.
1100,NH,3,5,P20,3,I'm a high school student in Hawaii.
1101,NH,3,5,P20,4,"Last summer, I met Sayuri, a 17-year-old Japanese student."
1102,NH,3,5,P20,5,She visited Hawaii to study English during her summer vacation.
1103,NH,3,5,P20,6,She stayed at our house for two weeks as a homestay student.
1104,NH,3,5,P20,7,We became very good friends.
1105,NH,3,5,P20,8,"One day, she said to me, "
1106,NH,3,5,P20,9,Your father often wears aloha shirts to work.
1107,NH,3,5,P20,10,I like them.
1108,NH,3,5,P20,11,They're very Hawaiian.''
1109,NH,3,5,P20,12,"""Yes, I like them, too."
1110,NH,3,5,P20,13,I also love Japanese clothes.
1111,NH,3,5,P20,14,"I'm interested in Japanese kimonos, ''"
1112,NH,3,5,P20,15,I answered.
1113,NH,3,5,P20,16,"Actually, the first aloha shirts in Hawaii were made by people from Asia."
1114,NH,3,5,P20,17,They were made from Japanese kimonos.
1115,NH,3,5,P20,18,I told this story to Sayuri.
1116,NH,3,5,P20,19,It made her curious.
1117,NH,3,5,P20,20,"""How were the kimonos brought from Japan to Hawaii? ''"
1118,NH,3,5,P20,20,she asked.
1119,NH,3,5,P20,21,Today aloha shirts are known around the world as example of Hawaiian culture.
1120,NH,3,5,P20,22,You can see them in many places.
1121,NH,3,5,P20,23,Cultures are mixing and the world is becoming smaller.
1122,NH,3,5,P20,24,Isn't that great?
1123,NH,3,6,P22,1,"Hi, everyone!"
1124,NH,3,6,P22,2,I'm Ricardo Takahashi from Rio de Janeiro.
1125,NH,3,6,P22,3,My grandfather is Japanese.
1126,NH,3,6,P22,4,I've lived in Japan for a month.
1127,NH,3,6,P22,5,I've loved Japanese anime since I was a little child.
1128,NH,3,6,P22,6,I watched some programs in Brazil.
1129,NH,3,6,P22,7,I'm glad I could finally come to Japan.
1130,NH,3,6,P24,8,"Hey, Kota."
1131,NH,3,6,P24,9,"You're on the soccer team, aren't you?"
1132,NH,3,6,P24,10,Yes.
1133,NH,3,6,P24,11,How did you know that?
1134,NH,3,6,P24,12,"Paulo, your coach, told me about you."
1135,NH,3,6,P24,13,He taught me soccer when he was in Brazil.
1136,NH,3,6,P24,14,Really?
1137,NH,3,6,P24,15,How long have you known him?
1138,NH,3,6,P24,16,For about eight years.
1139,NH,3,6,P24,17,Now he often comes to our house in Japan.
1140,NH,3,6,P24,18,Wow.
1141,NH,3,6,P24,19,It's a small world!
1142,NH,3,6,P26,20,Look at this picture.
1143,NH,3,6,P26,21,"It looks like the sea, doesn't it?"
1144,NH,3,6,P26,22,"Actually, it's a river, the Amazon."
1145,NH,3,6,P26,23,It's the largest river in the world.
1146,NH,3,6,P26,24,The Amazon has been important to Brazil for many years.
1147,NH,3,6,P26,25,Its water power produces about eighty percent of Brazil's electricity.
1148,NH,3,6,P26,26,"The Amazon has been helpful to everyone here, too."
1149,NH,3,6,P26,27,It runs through a huge rain forest.
1150,NH,3,6,P26,28,That forest produces about twenty percent of the world's oxygen.
1151,NH,3,6,P26,29,The oxygen in this classroom may come from Brazil!
1152,NH,3,6,P28,30,The rain forest of the Amazon has many unique animals.
1153,NH,3,6,P28,31,"These animals have been there for a long time, but they're losing their home now."
1154,NH,3,6,P28,32,People are destroying the rain forest.
1155,NH,3,6,P28,33,It has continued for years.
1156,NH,3,6,P28,34,"Between the 1970s and 2010, about 740,000 square kilometers of the forest disappeared."
1157,NH,3,6,P28,35,That's almost twice the size of Japan.
1158,NH,3,6,P28,36,I've been worried about this problem since I was in elementary school.
1159,NH,3,6,P28,37,I want to become a scientist and do something for the plants and animals of the Amazon.
1160,NH,3,6,P28,38,The Amazon is treasure of the world.
1161,NH,3,7,P32,1,43235
1162,NH,3,7,P32,2,"Dear Jiro,"
1163,NH,3,7,P32,3,My name is Erika.
1164,NH,3,7,P32,4,I am a junior high school student in New York.
1165,NH,3,7,P32,5,"I lived in Japan before, and I have been a big fan of yours since then."
1166,NH,3,7,P32,6,"Today, I saw the game at Yankee Stadium."
1167,NH,3,7,P32,7,I was really impressed when you hit a home run.
1168,NH,3,7,P32,8,I have a question.
1169,NH,3,7,P32,9,You have been successful in the United States.
1170,NH,3,7,P32,10,What is your next goal?
1171,NH,3,7,P32,11,Please write back if you have time.
1172,NH,3,7,P32,12,I wish you the best of luck.
1173,NH,3,7,P32,13,"From your biggest fan, Takigawa Erika"
1174,NH,3,8,P34,1,Have you ever heard of “fair trade”?
1175,NH,3,8,P34,2,"Yes, I have."
1176,NH,3,8,P34,3,"No, I haven’t."
1177,NH,3,8,P34,4,Have you ever seen this mark?
1178,NH,3,8,P34,5,Yes.
1179,NH,3,8,P34,6,I’ve seen it before.
1180,NH,3,8,P34,7,No.
1181,NH,3,8,P34,8,I’ve never seen it before.
1182,NH,3,8,P34,9,Come and discover the world of fair trade.
1183,NH,3,8,P36,10,"Chocolates, coffee, clothes…."
1184,NH,3,8,P36,11,Are these all fair trade products?
1185,NH,3,8,P36,12,Yes. 
1186,NH,3,8,P36,13,I’ve just taken a look at the pamphlet.
1187,NH,3,8,P36,14,It says more than fifty products are sold here.
1188,NH,3,8,P36,15,Have you looked at the prices yet?
1189,NH,3,8,P36,16,"No, not yet."
1190,NH,3,8,P36,17,Have you?
1191,NH,3,8,P36,18,Yes.
1192,NH,3,8,P36,18,I’ve already checked some products.
1193,NH,3,8,P36,19,They seem a little expensive.
1194,NH,3,8,P36,20,"Well, maybe the prices are “fair.”"
1195,NH,3,8,P38,21,Ghana produces a lot of cacao.
1196,NH,3,8,P38,22,It’s made into chocolate.
1197,NH,3,8,P38,23,Many cacao farm workers are very poor because cacao is sold at a low price.
1198,NH,3,8,P38,24,"They work hard, but they can’t make enough money to live."
1199,NH,3,8,P38,25,They work under “unfair” conditions.
1200,NH,3,8,P38,26,Many children in Ghana have to work on farms to help their families.
1201,NH,3,8,P38,27,Some of them have never been to school.
1202,NH,3,8,P38,28,Fair trade can solve these problems.
1203,NH,3,8,P38,29,"If you buy fair trade chocolate, more money goes to the workers."
1204,NH,3,8,P38,30,Your shopping choices can make a difference.
1205,NH,3,8,P40,31,"Hi, Alex."
1206,NH,3,8,P40,32,I enjoyed the event today.
1207,NH,3,8,P40,33,I’ve just tried some fair trade chocolate with my family.
1208,NH,3,8,P40,34,It was great.
1209,NH,3,8,P40,35,The children in today’s video don’t know that cacao is made into chocolate.
1210,NH,3,8,P40,36,They have never eaten chocolate themselves.
1211,NH,3,8,P40,37,I was surprised to hear that.
1212,NH,3,8,P40,38,What can we do for those children?
1213,NH,3,8,P40,39,I think choosing fair trade products is one way to support them.
1214,NH,3,8,P40,40,Learning about the people behind the products is another.
1215,NH,3,8,P40,41,I was glad to learn about fair trade today.
1216,NH,3,8,P40,42,I want to learn more.
1217,NH,3,8,P40,43,"Your friend, Saki"
1218,NH,3,9,P44,1,Have you ever been to the Statue of Liberty?
1219,NH,3,9,P44,2,"No, I haven’t."
1220,NH,3,9,P44,3,But I want to visit it someday.
1221,NH,3,9,P44,4,I’m going tomorrow.
1222,NH,3,9,P44,5,Would you like to come with me?
1223,NH,3,9,P44,6,I’d love to.
1224,NH,3,9,P44,7,When and where shall we meet?
1225,NH,3,9,P44,8,Let’s meet in front of your hotel at 10:30.
1226,NH,3,9,P44,9,Is that OK?
1227,NH,3,9,P44,10,At 10:30?
1228,NH,3,9,P44,11,That’s perfect.
1229,NH,3,9,P44,12,I’m looking forward to it.
1230,NH,3,9,P44,13,OK.
1231,NH,3,9,P44,14,See you then.
1232,NH,3,10,P50,1,We went to Kyoto on a school trip in June.
1233,NH,3,10,P50,2,Kyoto is an old city with many traditional buildings.
1234,NH,3,10,P50,3,My favorite was Kinkaku-ji.
1235,NH,3,10,P50,4,"One of my friends said, "
1236,NH,3,10,P50,5,“I’ve never seen such a beautiful temple before!”
1237,NH,3,10,P50,6,"I thought it was beautiful, too."
1238,NH,3,10,P50,7,I also enjoyed talking with my friends at night.
1239,NH,3,10,P50,8,I’ll never forget this trip.
1240,NH,3,11,P52,1,"Hello, everyone."
1241,NH,3,11,P52,2,My name is Paavo Laitinen.
1242,NH,3,11,P52,3,I’m a junior high school student in Finland.
1243,NH,3,11,P52,4,I’ve lived in Helsinki for more than ten years.
1244,NH,3,11,P52,5,"Last winter, we went to Lapland on a school trip."
1245,NH,3,11,P52,6,Lapland is a region in northern Finland.
1246,NH,3,11,P52,7,It has been popular among tourists for a long time because the nature there is really beautiful.
1247,NH,3,11,P52,8,"On the trip, we enjoyed many activities."
1248,NH,3,11,P52,9,My favorite activity was a husky tour.
1249,NH,3,11,P52,10,"We got on a sled, and huskies pulled it through the forest."
1250,NH,3,11,P52,11,It was very exciting.
1251,NH,3,11,P53,12,Seeing an aurora was also one of the purposes of this trip.
1252,NH,3,11,P53,13,Have you ever heard of auroras?
1253,NH,3,11,P53,14,We went to a vast snow field at night to see one.
1254,NH,3,11,P53,15,"Fortunately, the weather was perfect."
1255,NH,3,11,P53,16,We could see a band of bright green lights in the sky.
1256,NH,3,11,P53,17,"I said to myself, "
1257,NH,3,11,P53,18,“I’ve never seen such a beautiful aurora before.”
1258,NH,3,11,P53,19,I was very happy to see it.
1259,NH,3,11,P53,20,"In Lapland, I could feel a sense of living within nature."
1260,NH,3,11,P53,21,We can’t experience that in a city.
1261,NH,3,11,P53,22,This has become the best memory of my junior high school days so far.
1262,NH,3,12,P54,1,"A big, old tree stands by a road near the city of Hiroshima."
1263,NH,3,12,P54,2,"Through the years , it has seen many things."
1264,NH,3,12,P54,3,"One summer night, the tree heard a lullaby."
1265,NH,3,12,P54,4,A mother was singing to her little girl under the tree.
1266,NH,3,12,P54,5,"They looked happy, and the song sounded sweet."
1267,NH,3,12,P54,6,But the tree remembered something sad.
1268,NH,3,12,P54,7,“Yes. 
1269,NH,3,12,P54,8,It was some seventy years ago.
1270,NH,3,12,P54,9,"I heard a lullaby that night, too.”"
1271,NH,3,12,P55,10,"On the morning of that day, a big bomb fell on the city of Hiroshima."
1272,NH,3,12,P55,11,"Many people lost their lives, and many others were injured."
1273,NH,3,12,P55,12,They had burns all over their bodies.
1274,NH,3,12,P55,13,I was very sad when I saw those people.
1275,NH,3,12,P55,14,It was a very hot day.
1276,NH,3,12,P55,15,Some of the people fell down near me.
1277,NH,3,12,P55,16,"I said to them, “Come and rest in my shade."
1278,NH,3,12,P55,17,You’ll be all right soon.”
1279,NH,3,12,P56,18,Night came.
1280,NH,3,12,P56,19,Some people were already dead.
1281,NH,3,12,P56,20,I heard a weak voice.
1282,NH,3,12,P56,21,It was a lullaby.
1283,NH,3,12,P56,22,A young girl was singing to a little boy.
1284,NH,3,12,P56,23,“Mommy!
1285,NH,3,12,P56,23,Mommy!”
1286,NH,3,12,P56,23,the boy cried.
1287,NH,3,12,P56,24,"“Don’t cry,” the girl said."
1288,NH,3,12,P56,25,“Mommy is here.”
1289,NH,3,12,P56,26,Then she began to sing again.
1290,NH,3,12,P56,27,"She was very weak, but she tried to be a mother to the poor little boy."
1291,NH,3,12,P56,28,She held him in her arms like a real mother.
1292,NH,3,12,P57,29,"“Mommy,” the boy was still crying."
1293,NH,3,12,P57,30,"“Be a good boy,” said the girl."
1294,NH,3,12,P57,31,“You’ll be all right.”
1295,NH,3,12,P57,32,She held the boy more tightly and began to sing again.
1296,NH,3,12,P57,33,"After a while, the boy stopped crying and quietly died.  "
1297,NH,3,12,P57,34,But the little mother did not stop singing.
1298,NH,3,12,P57,35,It was a sad lullaby.
1299,NH,3,12,P57,36,The girl’s voice became weaker and weaker.
1300,NH,3,12,P57,37,"Morning came and the sun rose, but the girl never moved again."
1301,NH,3,13,P58,1,This Week’s Evacuation Drill
1302,NH,3,13,P58,2,Do you know what to do in an emergency?
1303,NH,3,13,P58,3,"In case of a fire, go outside."
1304,NH,3,13,P58,4,Walk fast. 
1305,NH,3,13,P58,5,Don’t run.
1306,NH,3,13,P58,6,"In case of an earthquake, cover your head first."
1307,NH,3,13,P58,7,Wait in a safe place until it stops.
1308,NH,3,13,P58,8,Learn how to protect yourself.
1309,NH,3,13,P60,9,It’s difficult for me to imagine a big earthquake.
1310,NH,3,13,P60,10,But one may happen at any time.
1311,NH,3,13,P60,11,That’s true.
1312,NH,3,13,P60,12,"So it’s necessary for us to prepare for disasters, right?"
1313,NH,3,13,P60,13,Yes.
1314,NH,3,13,P60,14,And I think it’s important to keep the past in mind.
1315,NH,3,13,P60,15,What do you mean?
1316,NH,3,13,P60,16,"Well, I’ll tell you a story."
1317,NH,3,13,P62,17,"On March 11, 2012, there was a special violin performance in the city of Rikuzentakata."
1318,NH,3,13,P62,18,The audience listened closely to the sound of the violin.
1319,NH,3,13,P62,19,Some of the people were in tears.
1320,NH,3,13,P62,20,That violin was very special to everyone there.
1321,NH,3,13,P62,21,"The violin was made by Nakazawa Muneyuki, a famous violin maker."
1322,NH,3,13,P62,22,"After the earthquake hit Japan in 2011, he wondered how to help as a craftsperson."
1323,NH,3,13,P62,23,Then he came up with an idea.
1324,NH,3,13,P62,24,It was to make violins from driftwood from the disaster.
1325,NH,3,13,P64,25,"Though it was not easy to make a violin from the driftwood, Mr. Nakazawa created some beautiful violins."
1326,NH,3,13,P64,26,The violins have a tender sound with the power to heal people.
1327,NH,3,13,P64,27,They have been passed around to many musicians.
1328,NH,3,13,P64,28,"As of January 2014, more than 200 musicians have played the violins."
1329,NH,3,13,P64,29,"Millions of people have listened to them at concerts or on TV not only in Japan, but also around the world."
1330,NH,3,13,P64,30,"“I want our future generations to play the violins, too,” said Mr. Nakazawa."
1331,NH,3,13,P64,31,“I want them to pass on the memories.”
1332,NH,3,14,P68,1,Excuse me.
1333,NH,3,14,P68,2,Could you tell me how to get to Kokuritsu-kyogijo Station?
1334,NH,3,14,P68,3,Sure.
1335,NH,3,14,P68,4,"Take the Ginza Line to Aoyama-itchome, and change trains there."
1336,NH,3,14,P68,5,I see.
1337,NH,3,14,P68,6,How many stops is Aoyama-itchome from here?
1338,NH,3,14,P68,7,Three stops.
1339,NH,3,14,P68,8,Which line should I take from Aoyama-itchome?
1340,NH,3,14,P68,9,Take the Oedo Line.
1341,NH,3,14,P68,10,It’s the train on Track 2.
1342,NH,3,14,P68,11,Thank you very much.
1343,NH,3,14,P68,12,My pleasure.
1344,NH,3,15,P70,1,Technology Meets Tradition
1345,NH,3,15,P70,2,Look at these robots playing the taiko drums.
1346,NH,3,15,P70,3,They were originally made as industrial robots.
1347,NH,3,15,P70,4,Now they are great musicians.
1348,NH,3,15,P70,5,Feel the traditional rhythms created by technology.
1349,NH,3,15,P72,6,Are you interested in robots?
1350,NH,3,15,P72,7,"Yes, especially robots made in Japan."
1351,NH,3,15,P72,8,Do you know what they can do?
1352,NH,3,15,P72,9,"I heard some of them can walk, talk, and even kick a ball."
1353,NH,3,15,P72,10,That’s right.
1354,NH,3,15,P72,11,"Not long ago, robots like those were just a dream."
1355,NH,3,15,P72,12,I know what you mean. 
1356,NH,3,15,P72,13,Our dreams are becoming reality.
1357,NH,3,15,P72,14,Exactly.
1358,NH,3,15,P74,15,"Today, let’s talk about living with robots."
1359,NH,3,15,P74,16,"Deepa, what do you think?"
1360,NH,3,15,P74,17,I think robots make our lives better because they help us in many ways.
1361,NH,3,15,P74,18,"Some robots can put together products, like cars or cameras."
1362,NH,3,15,P74,19,They do it quickly and precisely.
1363,NH,3,15,P74,20,Other robots can work in dangerous places instead of people.
1364,NH,3,15,P74,21,I agree with her in part.
1365,NH,3,15,P74,22,The robots working for us are amazing.
1366,NH,3,15,P74,23,But there’s also a big problem.
1367,NH,3,15,P74,24,Robots are so efficient that they’re taking people’s jobs away.
1368,NH,3,15,P74,25,I’m worried about losing our future jobs.
1369,NH,3,15,P76,26,Some robots work in hospitals and homes.
1370,NH,3,15,P76,27,I think they’re necessary for our future.
1371,NH,3,15,P76,28,The number of elderly people is increasing.
1372,NH,3,15,P76,29,"Future robots may be able to help them when they take a bath, or go shopping."
1373,NH,3,15,P76,30,"That’s true, but I’m a little afraid of living with robots."
1374,NH,3,15,P76,31,"If they get out of control, we don’t know what they’ll do."
1375,NH,3,15,P76,32,Robots are machines.
1376,NH,3,15,P76,33,They’re too dangerous to be our partners.
1377,NH,3,15,P76,34,"Thank you, everyone."
1378,NH,3,15,P76,35,"In my opinion, you should keep thinking about the best way to live with robots."
1379,NH,3,15,P76,36,It’s our future.
1380,NH,3,16,P80,1,Hello?
1381,NH,3,16,P80,2,"Hello, Mrs. Walker."
1382,NH,3,16,P80,3,This is Erika.
1383,NH,3,16,P80,4,"May I speak to Meg, please?"
1384,NH,3,16,P80,5,"I’m sorry, she’s out."
1385,NH,3,16,P80,6,Do you want her to call you back?
1386,NH,3,16,P80,7,"No, it’s OK."
1387,NH,3,16,P80,8,But can I leave a message?
1388,NH,3,16,P80,9,Sure.
1389,NH,3,16,P80,10,Could you tell her to come to my house at two?
1390,NH,3,16,P80,11,We’re going to do our papers together.
1391,NH,3,16,P80,12,OK. 
1392,NH,3,16,P80,13,Your house at two.
1393,NH,3,16,P80,14,Yes. 
1394,NH,3,16,P80,15,"Thank you, Mrs. Walker."
1395,NH,3,16,P80,16,You’re welcome.
1396,NH,3,16,P80,17,Say hello to your parents for me.
1397,NH,3,17,P82,1,This is a book I brought from the United States.
1398,NH,3,17,P82,2,These are some of the people I found in it.
1399,NH,3,17,P82,3,They’re all winners of the Nobel Peace Prize.
1400,NH,3,17,P82,4,Is there anyone you’ve seen before?
1401,NH,3,17,P84,5,I saw an impressive movie yesterday.
1402,NH,3,17,P84,6,What was it about?
1403,NH,3,17,P84,7,It was about the life of Aung San Suu Kyi.
1404,NH,3,17,P84,8,Is she the woman Ms. Baker talked about?
1405,NH,3,17,P84,9,Yes.
1406,NH,3,17,P84,10,She’s a political leader who fights for democracy and human rights in Myanmar.
1407,NH,3,17,P84,11,Sounds interesting.
1408,NH,3,17,P86,12,Political Life
1409,NH,3,17,P86,13,"In 1988, there was a movement for democracy in Myanmar."
1410,NH,3,17,P86,14,A great number of people who joined it were killed.
1411,NH,3,17,P86,15,"People needed a strong leader, and asked Aung San Suu Kyi to join them."
1412,NH,3,17,P86,16,"She accepted, and decided to work for her country."
1413,NH,3,17,P86,17,"In 1989, the government put her under house arrest to stop the movement."
1414,NH,3,17,P86,18,"She was locked up for 15 years in total, but she never gave up."
1415,NH,3,17,P86,19,"In 1991, she won the Nobel Peace Prize."
1416,NH,3,17,P86,20,It was a prize that attracted people’s attention.
1417,NH,3,17,P86,21,The world recognized her efforts for democracy and human rights.
1418,NH,3,17,P88,22,Personal Life
1419,NH,3,17,P88,23,"In 1999, Aung San Suu Kyi’s husband was dying of cancer."
1420,NH,3,17,P88,24,"She wanted to visit him in the U.K., but she could not leave her suffering people behind."
1421,NH,3,17,P88,25,"In the end, she stayed in Myanmar and never saw him again."
1422,NH,3,17,P88,26,It was a sad decision that they made together.
1423,NH,3,17,P88,27,"In 2010, she was finally set free."
1424,NH,3,17,P88,28,"She is still fighting for a world that is “free from the displaced, the homeless, and the hopeless.”"
1425,NH,3,17,P88,29,"The world that she wants may not come easily, but she keeps striving for it."
1426,NH,3,18,P92,1,"Many Japanese students wear school uniforms, but most American students do not."
1427,NH,3,18,P92,2, I think that we should have school uniforms.
1428,NH,3,18,P92,3,These are my reasons.
1429,NH,3,18,P92,4,"First, if we have school uniforms, we do not have to worry about what to wear every day."
1430,NH,3,18,P92,5,"Second, having school uniforms saves us money on clothes."
1431,NH,3,18,P92,6,"Third, when we wear school uniforms, we can feel that we belong to our school."
1432,NH,3,18,P92,7,School uniforms are good for students in many ways.
1433,NH,3,18,P92,8,I think that we should also have school uniforms in the United States.
1434,NH,3,19,P96,1,I’ve been a member of the volleyball team for three years.  
1435,NH,3,19,P96,2,"At first, it was difficult for us to win a game, but we’ve improved a lot.  "
1436,NH,3,19,P96,3,I’ll never forget winning the city championship.
1437,NH,3,19,P96,4,I’m going to keep playing volleyball.  
1438,NH,3,19,P96,5,I want to be a player who can lead a team to the national tournament.
1439,NH,3,20,P98,1,"Hi, everyone.  "
1440,NH,3,20,P98,2,"I’m Takigawa Erika, a 15-year-old girl living in New York.  "
1441,NH,3,20,P98,3,"I lived in Japan before, and moved here last year."
1442,NH,3,20,P98,4,"In New York, I’ve met people from all over the world.  "
1443,NH,3,20,P98,5,"There are students of various cultures in my school, too.  "
1444,NH,3,20,P98,6,It wasn’t easy for me to get along with them.  
1445,NH,3,20,P98,7,But a class called “Filmmaking” has changed me.
1446,NH,3,20,P98,8,Filmmaking is an elective class that is very popular in my school.  
1447,NH,3,20,P98,9,"In the class, students work in groups and learn how to make their own movies.  "
1448,NH,3,20,P98,10,My group had four members who all had different ideas and opinions.  
1449,NH,3,20,P98,11,So we discussed things a lot and sometimes argued.  
1450,NH,3,20,P98,12,"But as we were all working hard for the same goal, we came to accept one another.  "
1451,NH,3,20,P98,13,"We brought different ideas together, and completed a wonderful movie in the end.  "
1452,NH,3,20,P98,14,This is the greatest experience that I’ve had in my school life.  
1453,NH,3,20,P98,15,Filmmaking taught me to accept differences and learn from other people.  
1454,NH,3,20,P98,16,"I want everyone to learn the importance of respecting differences, and I believe there will be something I can do to help.  "
1455,NH,3,20,P98,17,"I’m still not sure what I can do, but I hope my experiences will help me to find a way."
1456,NH,3,21,P100,1,Rudolf read the card.  
1457,NH,3,21,P100,2,Only three words were written on it “The Green Door.”  
1458,NH,3,21,P100,3,A man who also received a card threw his away in front of Rudolf.  
1459,NH,3,21,P100,4,Rudolf picked it up.  
1460,NH,3,21,P100,5,It was just an advertisement for a dentist’s office.
1461,NH,3,21,P100,6,Rudolf wondered why and walked past the card man again.  
1462,NH,3,21,P100,7,He got another card with the words “The Green Door.”  
1463,NH,3,21,P100,8,"Many cards were thrown away on the street, but they were all for the dentist."
1464,NH,3,21,P100,9,"“Why did I receive these mysterious cards, not the dentist’s ones?”"
1465,NH,3,21,P100,10,Rudolf was sure that an adventure was waiting for him.
1466,NH,3,21,P101,11,"Behind the card man, Rudolf saw a building that had the dentist’s office and some shops on the first two floors.  "
1467,NH,3,21,P101,12,He entered the building and climbed to the third floor.  
1468,NH,3,21,P101,13,There was a dark hallway.  
1469,NH,3,21,P101,14,"On the left, he saw a green door.  "
1470,NH,3,21,P101,15,He walked straight to the door and knocked.
1471,NH,3,21,P101,16,"Slowly, the door opened.  "
1472,NH,3,21,P101,17,A young woman stood there.  
1473,NH,3,21,P101,18,She was pale and weak.  
1474,NH,3,21,P101,19,"She began to fall, but Rudolf caught her in his arms and carried her to a sofa in the room.  "
1475,NH,3,21,P101,20,"After a while, the woman opened her eyes. "
1476,NH,3,21,P101,21,"She was very beautiful, but also very thin."
1477,NH,3,21,P102,22,"The woman looked at Rudolf calmly, and smiled."
1478,NH,3,21,P102,23,"“I fainted, didn’t I?” she said.  "
1479,NH,3,21,P102,24,“I haven’t eaten for three days.”
1480,NH,3,21,P102,25,"“Oh, no!” cried Rudolf.  "
1481,NH,3,21,P102,26,“Wait!
1482,NH,3,21,P102,27,I’ll be right back.”
1483,NH,3,21,P102,28,He ran out of the room and came back with a lot of food.
1484,NH,3,21,P102,29,"“It’s ridiculous to go without eating,” said Rudolf."
1485,NH,3,21,P102,30,The woman began to eat and told him about herself.  
1486,NH,3,21,P102,31,Her story was nothing new.  
1487,NH,3,21,P102,32,She got sick and lost her job.  
1488,NH,3,21,P102,33,She ran out of money and stayed in her room without hope.  
1489,NH,3,21,P102,34,Then she heard the knock on her green door.
